question,db,lbl,sql,diff,related_tab_cnts,answer,related_tabs
"How many chapters have the name Gratiano as a character for ""friend to Antonio and Bassiano""?",shakespeare,1,SELECT COUNT(DISTINCT T2.chapter_id) FROM characters AS T1 INNER JOIN paragraphs AS T2 ON T1.id = T2.character_id WHERE T1.CharName = 'Gratiano' AND T1.Description = 'friend to Antonio and Bassiano',,2,8.0,shakespeare#sep#characters#sep#characters [TAB] shakespeare#sep#paragraphs#sep#paragraphs6 [TAB] shakespeare#sep#paragraphs#sep#paragraphs11 [TAB] shakespeare#sep#paragraphs#sep#paragraphs12 [TAB] shakespeare#sep#paragraphs#sep#paragraphs7 [TAB] shakespeare#sep#paragraphs#sep#paragraphs9 [TAB] shakespeare#sep#paragraphs#sep#paragraphs14 [TAB] shakespeare#sep#paragraphs#sep#paragraphs15 [TAB] shakespeare#sep#paragraphs#sep#paragraphs10 [TAB] shakespeare#sep#paragraphs#sep#paragraphs1 [TAB] shakespeare#sep#paragraphs#sep#paragraphs16 [TAB] shakespeare#sep#paragraphs#sep#paragraphs13 [TAB] shakespeare#sep#paragraphs#sep#paragraphs3 [TAB] shakespeare#sep#paragraphs#sep#paragraphs17 [TAB] shakespeare#sep#paragraphs#sep#paragraphs5 [TAB] shakespeare#sep#paragraphs#sep#paragraphs2 [TAB] shakespeare#sep#paragraphs#sep#paragraphs4 [TAB] shakespeare#sep#paragraphs#sep#paragraphs0 [TAB] shakespeare#sep#paragraphs#sep#paragraphs8
"How many acts can be found in the comedy ""Two Gentlemen of Verona""?",shakespeare,1,SELECT COUNT(T1.ACT) FROM chapters AS T1 LEFT JOIN works AS T2 ON T1.work_id = T2.id WHERE T2.GenreType = 'Comedy' AND T2.Title = 'Two Gentlemen of Verona',,2,20.0,shakespeare#sep#works [TAB] shakespeare#sep#chapters
"In Shakespeare's works between 1600 to 1610, how many of these have a character as a ""Third Servingman""?",shakespeare,110,SELECT COUNT(DISTINCT T2.work_id) FROM works AS T1 INNER JOIN chapters AS T2 ON T1.id = T2.work_id INNER JOIN paragraphs AS T3 ON T2.id = T3.chapter_id INNER JOIN characters AS T4 ON T3.character_id = T4.id WHERE T1.DATE BETWEEN 1600 AND 1610 AND T4.CharName = 'Third Servingman',,4,1.0,shakespeare#sep#characters#sep#characters [TAB] shakespeare#sep#chapters [TAB] shakespeare#sep#works [TAB] shakespeare#sep#paragraphs#sep#paragraphs6 [TAB] shakespeare#sep#paragraphs#sep#paragraphs11 [TAB] shakespeare#sep#paragraphs#sep#paragraphs12 [TAB] shakespeare#sep#paragraphs#sep#paragraphs7 [TAB] shakespeare#sep#paragraphs#sep#paragraphs9 [TAB] shakespeare#sep#paragraphs#sep#paragraphs14 [TAB] shakespeare#sep#paragraphs#sep#paragraphs15 [TAB] shakespeare#sep#paragraphs#sep#paragraphs10 [TAB] shakespeare#sep#paragraphs#sep#paragraphs1 [TAB] shakespeare#sep#paragraphs#sep#paragraphs16 [TAB] shakespeare#sep#paragraphs#sep#paragraphs13 [TAB] shakespeare#sep#paragraphs#sep#paragraphs3 [TAB] shakespeare#sep#paragraphs#sep#paragraphs17 [TAB] shakespeare#sep#paragraphs#sep#paragraphs5 [TAB] shakespeare#sep#paragraphs#sep#paragraphs2 [TAB] shakespeare#sep#paragraphs#sep#paragraphs4 [TAB] shakespeare#sep#paragraphs#sep#paragraphs0 [TAB] shakespeare#sep#paragraphs#sep#paragraphs8
"Among the cars over 3000lbs, how many of them cost less than $30000?",cars,11,SELECT COUNT(T1.car_name) FROM data AS T1 INNER JOIN price AS T2 ON T1.ID = T2.ID WHERE T1.weight > 3000 AND T2.price < 30000,,2,78.0,cars#sep#price [TAB] cars#sep#data
"Among the car models introduced in the market in 1970, how many of them have the USA as their origin country?",cars,11,SELECT COUNT(*) FROM production AS T1 INNER JOIN country AS T2 ON T1.country = T2.origin WHERE T1.model_year = 1970 AND T2.country = 'USA',,2,45.0,cars#sep#country#sep#country [TAB] cars#sep#production#sep#production1 [TAB] cars#sep#production#sep#production2 [TAB] cars#sep#production#sep#production7 [TAB] cars#sep#production#sep#production3 [TAB] cars#sep#production#sep#production8 [TAB] cars#sep#production#sep#production4 [TAB] cars#sep#production#sep#production5 [TAB] cars#sep#production#sep#production0 [TAB] cars#sep#production#sep#production6
"Among the cars with an acceleration of over 10 miles per squared hour, how many of them cost more than $20000 and less than $30000?",cars,11,SELECT COUNT(*) FROM data AS T1 INNER JOIN price AS T2 ON T1.ID = T2.ID WHERE T1.acceleration > 10 AND T2.price BETWEEN 20000 AND 30000,,2,199.0,cars#sep#price [TAB] cars#sep#data#sep#performance10 [TAB] cars#sep#data#sep#performance5 [TAB] cars#sep#data#sep#performance8 [TAB] cars#sep#data#sep#performance2 [TAB] cars#sep#data#sep#performance1 [TAB] cars#sep#data#sep#performance6 [TAB] cars#sep#data#sep#performance12 [TAB] cars#sep#data#sep#performance3 [TAB] cars#sep#data#sep#performance11 [TAB] cars#sep#data#sep#performance14 [TAB] cars#sep#data#sep#performance7 [TAB] cars#sep#data#sep#performance9 [TAB] cars#sep#data#sep#performance15 [TAB] cars#sep#data#sep#performance13 [TAB] cars#sep#data#sep#performance4 [TAB] cars#sep#data#sep#performance0
What is the maximum acceleration of a car with price over $40000?,cars,1,SELECT MAX(T1.acceleration) FROM data AS T1 INNER JOIN price AS T2 ON T1.ID = T2.ID WHERE T2.price > 40000,,2,21.7,cars#sep#price [TAB] cars#sep#data#sep#performance10 [TAB] cars#sep#data#sep#performance5 [TAB] cars#sep#data#sep#performance8 [TAB] cars#sep#data#sep#performance2 [TAB] cars#sep#data#sep#performance1 [TAB] cars#sep#data#sep#performance6 [TAB] cars#sep#data#sep#performance12 [TAB] cars#sep#data#sep#performance3 [TAB] cars#sep#data#sep#performance11 [TAB] cars#sep#data#sep#performance14 [TAB] cars#sep#data#sep#performance7 [TAB] cars#sep#data#sep#performance9 [TAB] cars#sep#data#sep#performance15 [TAB] cars#sep#data#sep#performance13 [TAB] cars#sep#data#sep#performance4 [TAB] cars#sep#data#sep#performance0
Calculate the swept volume of the $34538.97449 car.,cars,1,SELECT T1.displacement / T1.cylinders FROM data AS T1 INNER JOIN price AS T2 ON T1.ID = T2.ID WHERE T2.price = 34538.97449,,2,43.75,cars#sep#price [TAB] cars#sep#data#sep#engine_specs0 [TAB] cars#sep#data#sep#engine_specs3 [TAB] cars#sep#data#sep#engine_specs5 [TAB] cars#sep#data#sep#engine_specs1 [TAB] cars#sep#data#sep#engine_specs4 [TAB] cars#sep#data#sep#engine_specs2 [TAB] cars#sep#data#sep#engine_specs6
How many cars were released in the USA in 1981?,cars,11,SELECT COUNT(*) FROM production AS T1 INNER JOIN country AS T2 ON T1.country = T2.origin WHERE T2.country = 'USA' AND T1.model_year = 1981,,2,17.0,cars#sep#country#sep#country [TAB] cars#sep#production#sep#production1 [TAB] cars#sep#production#sep#production2 [TAB] cars#sep#production#sep#production7 [TAB] cars#sep#production#sep#production3 [TAB] cars#sep#production#sep#production8 [TAB] cars#sep#production#sep#production4 [TAB] cars#sep#production#sep#production5 [TAB] cars#sep#production#sep#production0 [TAB] cars#sep#production#sep#production6
"Among the cars with an engine displacement of no less than 400 cubic millimeter, how many cars cost at least 30,000?",cars,11,SELECT COUNT(*) FROM data AS T1 INNER JOIN price AS T2 ON T1.ID = T2.ID WHERE T1.displacement > 400 AND T2.price > 30000,,2,3.0,cars#sep#price [TAB] cars#sep#data#sep#engine_specs0 [TAB] cars#sep#data#sep#engine_specs3 [TAB] cars#sep#data#sep#engine_specs5 [TAB] cars#sep#data#sep#engine_specs1 [TAB] cars#sep#data#sep#engine_specs4 [TAB] cars#sep#data#sep#engine_specs2 [TAB] cars#sep#data#sep#engine_specs6
How many American cars have an acceleration time of less than 12 seconds?,cars,101,SELECT COUNT(*) FROM data AS T1 INNER JOIN production AS T2 ON T1.ID = T2.ID INNER JOIN country AS T3 ON T3.origin = T2.country WHERE T3.country = 'USA' AND T1.acceleration < 12,,3,49.0,cars#sep#country#sep#country [TAB] cars#sep#production#sep#production1 [TAB] cars#sep#production#sep#production2 [TAB] cars#sep#production#sep#production7 [TAB] cars#sep#production#sep#production3 [TAB] cars#sep#production#sep#production8 [TAB] cars#sep#production#sep#production4 [TAB] cars#sep#production#sep#production5 [TAB] cars#sep#production#sep#production0 [TAB] cars#sep#production#sep#production6 [TAB] cars#sep#data#sep#performance10 [TAB] cars#sep#data#sep#performance5 [TAB] cars#sep#data#sep#performance8 [TAB] cars#sep#data#sep#performance2 [TAB] cars#sep#data#sep#performance1 [TAB] cars#sep#data#sep#performance6 [TAB] cars#sep#data#sep#performance12 [TAB] cars#sep#data#sep#performance3 [TAB] cars#sep#data#sep#performance11 [TAB] cars#sep#data#sep#performance14 [TAB] cars#sep#data#sep#performance7 [TAB] cars#sep#data#sep#performance9 [TAB] cars#sep#data#sep#performance15 [TAB] cars#sep#data#sep#performance13 [TAB] cars#sep#data#sep#performance4 [TAB] cars#sep#data#sep#performance0
How many cars with horsepower greater than 200 were produced in 1975?,cars,11,SELECT COUNT(T2.model_year) FROM data AS T1 INNER JOIN production AS T2 ON T1.ID = T2.ID WHERE T1.horsepower > 200 AND T2.model_year = 1975,,2,1.0,cars#sep#production#sep#production1 [TAB] cars#sep#production#sep#production2 [TAB] cars#sep#production#sep#production7 [TAB] cars#sep#production#sep#production3 [TAB] cars#sep#production#sep#production8 [TAB] cars#sep#production#sep#production4 [TAB] cars#sep#production#sep#production5 [TAB] cars#sep#production#sep#production0 [TAB] cars#sep#production#sep#production6 [TAB] cars#sep#data#sep#performance10 [TAB] cars#sep#data#sep#performance5 [TAB] cars#sep#data#sep#performance8 [TAB] cars#sep#data#sep#performance2 [TAB] cars#sep#data#sep#performance1 [TAB] cars#sep#data#sep#performance6 [TAB] cars#sep#data#sep#performance12 [TAB] cars#sep#data#sep#performance3 [TAB] cars#sep#data#sep#performance11 [TAB] cars#sep#data#sep#performance14 [TAB] cars#sep#data#sep#performance7 [TAB] cars#sep#data#sep#performance9 [TAB] cars#sep#data#sep#performance15 [TAB] cars#sep#data#sep#performance13 [TAB] cars#sep#data#sep#performance4 [TAB] cars#sep#data#sep#performance0
"What is the total price including optional support received by the teacher who posted the essay titled ""Recording Rockin' Readers""?",donor,1,SELECT SUM(T1.total_price_including_optional_support) FROM projects AS T1 INNER JOIN essays AS T2 ON T1.projectid = T2.projectid WHERE T2.title = 'Recording Rockin'' Readers',,2,244.04,donor#sep#projects#sep#Project_Details_and_Funding0 [TAB] donor#sep#projects#sep#Project_Details_and_Funding2 [TAB] donor#sep#projects#sep#Project_Details_and_Funding1 [TAB] donor#sep#projects#sep#Project_Details_and_Funding3 [TAB] donor#sep#essays#sep#essays
What is the total donated amount for projects created by a teacher working in a school in Brooklyn?,donor,1,SELECT SUM(T2.donation_total) FROM projects AS T1 INNER JOIN donations AS T2 ON T1.projectid = T2.projectid WHERE T1.school_city = 'Brooklyn',,2,8227058.110000038,donor#sep#projects#sep#Project_School_Info0 [TAB] donor#sep#projects#sep#Project_School_Info1 [TAB] donor#sep#donations#sep#donation_details1 [TAB] donor#sep#donations#sep#donation_details0 [TAB] donor#sep#donations#sep#donation_details2
How many action games are there in total?,video_games,1,SELECT COUNT(T1.id) FROM game AS T1 INNER JOIN genre AS T2 ON T1.genre_id = T2.id WHERE T2.genre_name = 'Action',,2,1894.0,video_games#sep#genre [TAB] video_games#sep#game#sep#game
"Among the games published by 10TACLE Studios, how many of them are puzzles?",video_games,110,SELECT COUNT(T1.id) FROM game AS T1 INNER JOIN game_publisher AS T2 ON T1.id = T2.game_id INNER JOIN publisher AS T3 ON T2.publisher_id = T3.id INNER JOIN genre AS T4 ON T1.genre_id = T4.id WHERE T4.genre_name = 'Puzzle' AND T3.publisher_name = '10TACLE Studios',,4,1.0,video_games#sep#genre [TAB] video_games#sep#publisher#sep#publisher [TAB] video_games#sep#game_publisher#sep#game_publisher [TAB] video_games#sep#game#sep#game
How many games were sold on the DS platform on average in the 4 different regions?,video_games,10,SELECT SUM(T1.num_sales) * 100000 / 4 FROM region_sales AS T1 INNER JOIN game_platform AS T2 ON T1.game_platform_id = T2.id INNER JOIN platform AS T3 ON T2.platform_id = T3.id WHERE T3.platform_name = 'DS',,3,20448499.999999274,video_games#sep#platform [TAB] video_games#sep#region_sales#sep#region_sales6 [TAB] video_games#sep#region_sales#sep#region_sales3 [TAB] video_games#sep#region_sales#sep#region_sales0 [TAB] video_games#sep#region_sales#sep#region_sales4 [TAB] video_games#sep#region_sales#sep#region_sales7 [TAB] video_games#sep#region_sales#sep#region_sales2 [TAB] video_games#sep#region_sales#sep#region_sales5 [TAB] video_games#sep#region_sales#sep#region_sales1 [TAB] video_games#sep#game_platform#sep#game_platform0 [TAB] video_games#sep#game_platform#sep#game_platform6 [TAB] video_games#sep#game_platform#sep#game_platform5 [TAB] video_games#sep#game_platform#sep#game_platform2 [TAB] video_games#sep#game_platform#sep#game_platform3 [TAB] video_games#sep#game_platform#sep#game_platform4 [TAB] video_games#sep#game_platform#sep#game_platform1 [TAB] video_games#sep#game_platform#sep#game_platform7
How many games in the database belong to the genre of sports?,video_games,1,SELECT COUNT(T1.id) FROM game AS T1 INNER JOIN genre AS T2 ON T1.genre_id = T2.id WHERE T2.genre_name = 'Sports',,2,1361.0,video_games#sep#genre [TAB] video_games#sep#game#sep#game
Give the number of games which were published by Ascaron Entertainment GmbH.,video_games,1,SELECT COUNT(T2.game_id) FROM publisher AS T1 INNER JOIN game_publisher AS T2 ON T1.id = T2.publisher_id WHERE T1.publisher_name = 'Ascaron Entertainment GmbH',,2,3.0,video_games#sep#publisher#sep#publisher [TAB] video_games#sep#game_publisher#sep#game_publisher
How many games did Electronic Arts publish?,video_games,1,SELECT COUNT(DISTINCT T2.game_id) FROM publisher AS T1 INNER JOIN game_publisher AS T2 ON T1.id = T2.publisher_id WHERE T1.publisher_name = 'Electronic Arts',,2,605.0,video_games#sep#publisher#sep#publisher [TAB] video_games#sep#game_publisher#sep#game_publisher
How many publishers in Japan released a game on X360 in 2011?,video_games,1110,SELECT COUNT(T3.game_publisher_id) FROM region AS T1 INNER JOIN region_sales AS T2 ON T1.id = T2.region_id INNER JOIN game_platform AS T3 ON T2.game_platform_id = T3.id INNER JOIN platform AS T4 ON T3.platform_id = T4.id WHERE T4.platform_name = 'X360' AND T3.release_year = 2011 AND T1.region_name = 'Japan',,4,206.0,video_games#sep#platform [TAB] video_games#sep#region#sep#region [TAB] video_games#sep#region_sales#sep#region_sales6 [TAB] video_games#sep#region_sales#sep#region_sales3 [TAB] video_games#sep#region_sales#sep#region_sales0 [TAB] video_games#sep#region_sales#sep#region_sales4 [TAB] video_games#sep#region_sales#sep#region_sales7 [TAB] video_games#sep#region_sales#sep#region_sales2 [TAB] video_games#sep#region_sales#sep#region_sales5 [TAB] video_games#sep#region_sales#sep#region_sales1 [TAB] video_games#sep#game_platform#sep#game_platform0 [TAB] video_games#sep#game_platform#sep#game_platform6 [TAB] video_games#sep#game_platform#sep#game_platform5 [TAB] video_games#sep#game_platform#sep#game_platform2 [TAB] video_games#sep#game_platform#sep#game_platform3 [TAB] video_games#sep#game_platform#sep#game_platform4 [TAB] video_games#sep#game_platform#sep#game_platform1 [TAB] video_games#sep#game_platform#sep#game_platform7
How many role-playing games are there?,video_games,1,SELECT COUNT(T1.id) FROM game AS T1 INNER JOIN genre AS T2 ON T1.genre_id = T2.id WHERE T2.genre_name = 'Role-Playing',,2,1197.0,video_games#sep#genre [TAB] video_games#sep#game#sep#game
How many games are puzzle genre?,video_games,1,SELECT COUNT(T1.id) FROM game AS T1 INNER JOIN genre AS T2 ON T1.genre_id = T2.id WHERE T2.genre_name = 'Puzzle',,2,490.0,video_games#sep#genre [TAB] video_games#sep#game#sep#game
How many games were published by Acclaim Entertainment?,video_games,1,SELECT COUNT(DISTINCT T1.game_id) FROM game_publisher AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id WHERE T2.publisher_name = 'Acclaim Entertainment',,2,119.0,video_games#sep#publisher#sep#publisher [TAB] video_games#sep#game_publisher#sep#game_publisher
Provide the number of games sold in North America on the PS4 platform.,video_games,110,SELECT SUM(T1.num_sales * 100000) FROM region_sales AS T1 INNER JOIN region AS T2 ON T1.region_id = T2.id INNER JOIN game_platform AS T3 ON T1.game_platform_id = T3.id INNER JOIN platform AS T4 ON T3.platform_id = T4.id WHERE T2.region_name = 'North America' AND T4.platform_name = 'PS4',,4,9680000.0,video_games#sep#platform [TAB] video_games#sep#region#sep#region [TAB] video_games#sep#region_sales#sep#region_sales6 [TAB] video_games#sep#region_sales#sep#region_sales3 [TAB] video_games#sep#region_sales#sep#region_sales0 [TAB] video_games#sep#region_sales#sep#region_sales4 [TAB] video_games#sep#region_sales#sep#region_sales7 [TAB] video_games#sep#region_sales#sep#region_sales2 [TAB] video_games#sep#region_sales#sep#region_sales5 [TAB] video_games#sep#region_sales#sep#region_sales1 [TAB] video_games#sep#game_platform#sep#game_platform0 [TAB] video_games#sep#game_platform#sep#game_platform6 [TAB] video_games#sep#game_platform#sep#game_platform5 [TAB] video_games#sep#game_platform#sep#game_platform2 [TAB] video_games#sep#game_platform#sep#game_platform3 [TAB] video_games#sep#game_platform#sep#game_platform4 [TAB] video_games#sep#game_platform#sep#game_platform1 [TAB] video_games#sep#game_platform#sep#game_platform7
How many games can be played on the Wii platform?,video_games,1,SELECT COUNT(T1.id) FROM game_platform AS T1 INNER JOIN platform AS T2 ON T1.platform_id = T2.id WHERE T2.platform_name = 'Wii',,2,1290.0,video_games#sep#platform [TAB] video_games#sep#game_platform#sep#game_platform0 [TAB] video_games#sep#game_platform#sep#game_platform6 [TAB] video_games#sep#game_platform#sep#game_platform5 [TAB] video_games#sep#game_platform#sep#game_platform2 [TAB] video_games#sep#game_platform#sep#game_platform3 [TAB] video_games#sep#game_platform#sep#game_platform4 [TAB] video_games#sep#game_platform#sep#game_platform1 [TAB] video_games#sep#game_platform#sep#game_platform7
"How many different publishers have published a game that starts with ""Marvel""?",video_games,1,SELECT COUNT(DISTINCT T1.publisher_id) FROM game_publisher AS T1 INNER JOIN game AS T2 ON T1.game_id = T2.id WHERE T2.game_name LIKE 'Marvel%',,2,8.0,video_games#sep#game_publisher#sep#game_publisher [TAB] video_games#sep#game#sep#game
How many publishers published the Minecraft game?,video_games,1,SELECT COUNT(T2.publisher_id) FROM game AS T1 INNER JOIN game_publisher AS T2 ON T1.id = T2.game_id WHERE T1.game_name = 'Minecraft',,2,3.0,video_games#sep#game_publisher#sep#game_publisher [TAB] video_games#sep#game#sep#game
What is the number of games sold in Europe for game platform ID 26?,video_games,11,SELECT T2.num_sales * 100000 AS nums_eur FROM region AS T1 INNER JOIN region_sales AS T2 ON T1.id = T2.region_id WHERE T2.game_platform_id = 26 AND T1.region_name = 'Europe',,2,12000.0,video_games#sep#region#sep#region [TAB] video_games#sep#region_sales#sep#region_sales6 [TAB] video_games#sep#region_sales#sep#region_sales3 [TAB] video_games#sep#region_sales#sep#region_sales0 [TAB] video_games#sep#region_sales#sep#region_sales4 [TAB] video_games#sep#region_sales#sep#region_sales7 [TAB] video_games#sep#region_sales#sep#region_sales2 [TAB] video_games#sep#region_sales#sep#region_sales5 [TAB] video_games#sep#region_sales#sep#region_sales1
"How many games are not of the genres 'Role-Playing', 'Shooter' and 'Simulation'?",video_games,1,"SELECT COUNT(T2.id) FROM genre AS T1 INNER JOIN game AS T2 ON T1.id = T2.genre_id WHERE T1.genre_name NOT IN ('Role-Playing', 'Shooter', 'Simulation')",,2,8603.0,video_games#sep#genre [TAB] video_games#sep#game#sep#game
How many games were sold on PS3 platform in Japan?,video_games,110,SELECT SUM(T1.num_sales * 100000) FROM region_sales AS T1 INNER JOIN region AS T2 ON T1.region_id = T2.id INNER JOIN game_platform AS T3 ON T1.game_platform_id = T3.id INNER JOIN platform AS T4 ON T3.platform_id = T4.id WHERE T2.region_name = 'Japan' AND T4.platform_name = 'PS3',,4,7921000.0,video_games#sep#platform [TAB] video_games#sep#region#sep#region [TAB] video_games#sep#region_sales#sep#region_sales6 [TAB] video_games#sep#region_sales#sep#region_sales3 [TAB] video_games#sep#region_sales#sep#region_sales0 [TAB] video_games#sep#region_sales#sep#region_sales4 [TAB] video_games#sep#region_sales#sep#region_sales7 [TAB] video_games#sep#region_sales#sep#region_sales2 [TAB] video_games#sep#region_sales#sep#region_sales5 [TAB] video_games#sep#region_sales#sep#region_sales1 [TAB] video_games#sep#game_platform#sep#game_platform0 [TAB] video_games#sep#game_platform#sep#game_platform6 [TAB] video_games#sep#game_platform#sep#game_platform5 [TAB] video_games#sep#game_platform#sep#game_platform2 [TAB] video_games#sep#game_platform#sep#game_platform3 [TAB] video_games#sep#game_platform#sep#game_platform4 [TAB] video_games#sep#game_platform#sep#game_platform1 [TAB] video_games#sep#game_platform#sep#game_platform7
"In 2010, how many PS3 games were released?",video_games,11,SELECT COUNT(T3.game_id) FROM platform AS T1 INNER JOIN game_platform AS T2 ON T1.id = T2.platform_id INNER JOIN game_publisher AS T3 ON T2.game_publisher_id = T3.id WHERE T1.platform_name = 'PS3' AND T2.release_year = 2010,,3,181.0,video_games#sep#platform [TAB] video_games#sep#game_publisher#sep#game_publisher [TAB] video_games#sep#game_platform#sep#game_platform0 [TAB] video_games#sep#game_platform#sep#game_platform6 [TAB] video_games#sep#game_platform#sep#game_platform5 [TAB] video_games#sep#game_platform#sep#game_platform2 [TAB] video_games#sep#game_platform#sep#game_platform3 [TAB] video_games#sep#game_platform#sep#game_platform4 [TAB] video_games#sep#game_platform#sep#game_platform1 [TAB] video_games#sep#game_platform#sep#game_platform7
How many shooter games are there?,video_games,1,SELECT COUNT(T1.id) FROM game AS T1 INNER JOIN genre AS T2 ON T1.genre_id = T2.id WHERE T2.genre_name = 'Shooter',,2,804.0,video_games#sep#genre [TAB] video_games#sep#game#sep#game
How many game publisher IDs have published games on the X360 platform?,video_games,1,SELECT COUNT(T1.game_publisher_id) FROM game_platform AS T1 INNER JOIN platform AS T2 ON T1.platform_id = T2.id WHERE T2.platform_name = 'X360',,2,1235.0,video_games#sep#platform [TAB] video_games#sep#game_platform#sep#game_platform0 [TAB] video_games#sep#game_platform#sep#game_platform6 [TAB] video_games#sep#game_platform#sep#game_platform5 [TAB] video_games#sep#game_platform#sep#game_platform2 [TAB] video_games#sep#game_platform#sep#game_platform3 [TAB] video_games#sep#game_platform#sep#game_platform4 [TAB] video_games#sep#game_platform#sep#game_platform1 [TAB] video_games#sep#game_platform#sep#game_platform7
Calculate the total number of IDs for the game published by Capcom and Sony Computer Entertainment.,video_games,1,"SELECT COUNT(DISTINCT T1.game_id) FROM game_publisher AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id WHERE T2.publisher_name IN ('Capcom', 'Sony Computer Entertainment')",,2,894.0,video_games#sep#publisher#sep#publisher [TAB] video_games#sep#game_publisher#sep#game_publisher
Calculate the number of games in the fighting genre.,video_games,1,SELECT COUNT(T1.id) FROM game AS T1 INNER JOIN genre AS T2 ON T1.genre_id = T2.id WHERE T2.genre_name = 'Fighting',,2,605.0,video_games#sep#genre [TAB] video_games#sep#game#sep#game
Calculate the total sales made by the games released in 2000.,video_games,1,SELECT SUM(T1.num_sales) FROM region_sales AS T1 INNER JOIN game_platform AS T2 ON T1.game_platform_id = T2.id WHERE T2.release_year = 2000,,2,201.62999999999988,video_games#sep#region_sales#sep#region_sales6 [TAB] video_games#sep#region_sales#sep#region_sales3 [TAB] video_games#sep#region_sales#sep#region_sales0 [TAB] video_games#sep#region_sales#sep#region_sales4 [TAB] video_games#sep#region_sales#sep#region_sales7 [TAB] video_games#sep#region_sales#sep#region_sales2 [TAB] video_games#sep#region_sales#sep#region_sales5 [TAB] video_games#sep#region_sales#sep#region_sales1 [TAB] video_games#sep#game_platform#sep#game_platform0 [TAB] video_games#sep#game_platform#sep#game_platform6 [TAB] video_games#sep#game_platform#sep#game_platform5 [TAB] video_games#sep#game_platform#sep#game_platform2 [TAB] video_games#sep#game_platform#sep#game_platform3 [TAB] video_games#sep#game_platform#sep#game_platform4 [TAB] video_games#sep#game_platform#sep#game_platform1 [TAB] video_games#sep#game_platform#sep#game_platform7
What is the total number of adventure games released in 2005?,video_games,101,SELECT COUNT(DISTINCT T3.id) FROM game_platform AS T1 INNER JOIN game_publisher AS T2 ON T1.game_publisher_id = T2.id INNER JOIN game AS T3 ON T2.game_id = T3.id INNER JOIN genre AS T4 ON T3.genre_id = T4.id WHERE T4.genre_name = 'Adventure' AND T1.release_year = 2005,,4,29.0,video_games#sep#genre [TAB] video_games#sep#game_publisher#sep#game_publisher [TAB] video_games#sep#game#sep#game [TAB] video_games#sep#game_platform#sep#game_platform0 [TAB] video_games#sep#game_platform#sep#game_platform6 [TAB] video_games#sep#game_platform#sep#game_platform5 [TAB] video_games#sep#game_platform#sep#game_platform2 [TAB] video_games#sep#game_platform#sep#game_platform3 [TAB] video_games#sep#game_platform#sep#game_platform4 [TAB] video_games#sep#game_platform#sep#game_platform1 [TAB] video_games#sep#game_platform#sep#game_platform7
How many games available on PSP were released in 2004?,video_games,11,SELECT COUNT(T3.game_id) FROM platform AS T1 INNER JOIN game_platform AS T2 ON T1.id = T2.platform_id INNER JOIN game_publisher AS T3 ON T2.game_publisher_id = T3.id WHERE T1.platform_name = 'PSP' AND T2.release_year = 2004,,3,15.0,video_games#sep#platform [TAB] video_games#sep#game_publisher#sep#game_publisher [TAB] video_games#sep#game_platform#sep#game_platform0 [TAB] video_games#sep#game_platform#sep#game_platform6 [TAB] video_games#sep#game_platform#sep#game_platform5 [TAB] video_games#sep#game_platform#sep#game_platform2 [TAB] video_games#sep#game_platform#sep#game_platform3 [TAB] video_games#sep#game_platform#sep#game_platform4 [TAB] video_games#sep#game_platform#sep#game_platform1 [TAB] video_games#sep#game_platform#sep#game_platform7
How many papers were written by authors who cooperated with University of Hong Kong?,authors,1,SELECT COUNT(T2.PaperId) FROM Author AS T1 INNER JOIN PaperAuthor AS T2 ON T1.Id = T2.AuthorId WHERE T1.Affiliation = 'University of Hong Kong',,2,754.0,authors#sep#PaperAuthor#sep#PaperAuthor [TAB] authors#sep#Author#sep#Author
"In total, how many Hispanic male students graduated from Amridge University?",college_completion,11,SELECT SUM(T2.grad_cohort) FROM institution_details AS T1 INNER JOIN institution_grads AS T2 ON T1.unitid = T2.unitid WHERE T1.chronname = 'Amridge University' AND T2.gender = 'M' AND T2.race = 'H',,2,0.0,college_completion#sep#institution_details [TAB] college_completion#sep#institution_grads
"How many more ""buffets"" than ""gyms"" in Yelp business?",public_review_platform,0,SELECT SUM(CASE WHEN T1.category_name LIKE 'Buffets' THEN 1 ELSE 0 END) - SUM(CASE WHEN T1.category_name LIKE 'Gyms' THEN 1 ELSE 0 END) FROM Categories AS T1 INNER JOIN Business_Categories AS T2 ON T1.category_id = T2.category_id,,2,-6.0,public_review_platform#sep#Business_Categories#sep#Business_Categories [TAB] public_review_platform#sep#Categories#sep#Categories
How many Yelp_Businesses do not provide alcohol?,public_review_platform,11,SELECT COUNT(T1.attribute_id) FROM Attributes AS T1 INNER JOIN Business_Attributes AS T2 ON T1.attribute_id = T2.attribute_id WHERE T1.attribute_name LIKE 'Alcohol' AND T2.attribute_value LIKE 'none',,2,2214.0,public_review_platform#sep#Attributes#sep#Attributes [TAB] public_review_platform#sep#Business_Attributes#sep#Business_Attributes
