question,db,lbl,sql,diff,related_tab_cnts,answer,related_tabs
"What is the average points of players from club with name ""AIB"".",sports_competition,1,"SELECT avg(T2.Points) FROM club AS T1 JOIN player AS T2 ON T1.Club_ID  =  T2.Club_ID WHERE T1.name  =  ""AIB""",,2,28.0,sports_competition#sep#club#sep#club [TAB] sports_competition#sep#player#sep#player
"What is the average number of points for players from the ""AIB"" club?",sports_competition,1,"SELECT avg(T2.Points) FROM club AS T1 JOIN player AS T2 ON T1.Club_ID  =  T2.Club_ID WHERE T1.name  =  ""AIB""",,2,28.0,sports_competition#sep#club#sep#club [TAB] sports_competition#sep#player#sep#player
What is the average rating of songs produced by female artists?,music_1,1,"SELECT avg(T2.rating) FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T1.gender  =  ""Female""",,2,7.333333333333333,music_1#sep#song#sep#song [TAB] music_1#sep#artist#sep#artist
"How many songs, on average, are sung by a female artist?",music_1,1,"SELECT avg(T2.rating) FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T1.gender  =  ""Female""",,2,7.333333333333333,music_1#sep#song#sep#song [TAB] music_1#sep#artist#sep#artist
Compute the average salary of the players in the team called 'Boston Red Stockings'.,baseball_1,1,SELECT avg(T1.salary) FROM salary AS T1 JOIN team AS T2 ON T1.team_id  =  T2.team_id_br WHERE T2.name  = 'Boston Red Stockings',,2,2856616.7595628416,baseball_1#sep#team#sep#team_identification2 [TAB] baseball_1#sep#team#sep#team_identification4 [TAB] baseball_1#sep#team#sep#team_identification15 [TAB] baseball_1#sep#team#sep#team_identification6 [TAB] baseball_1#sep#team#sep#team_identification1 [TAB] baseball_1#sep#team#sep#team_identification0 [TAB] baseball_1#sep#team#sep#team_identification10 [TAB] baseball_1#sep#team#sep#team_identification7 [TAB] baseball_1#sep#team#sep#team_identification16 [TAB] baseball_1#sep#team#sep#team_identification3 [TAB] baseball_1#sep#team#sep#team_identification5 [TAB] baseball_1#sep#team#sep#team_identification12 [TAB] baseball_1#sep#team#sep#team_identification11 [TAB] baseball_1#sep#team#sep#team_identification14 [TAB] baseball_1#sep#team#sep#team_identification8 [TAB] baseball_1#sep#team#sep#team_identification13 [TAB] baseball_1#sep#team#sep#team_identification9 [TAB] baseball_1#sep#salary
How many players were in the team Boston Red Stockings in 2000?,baseball_1,11,SELECT count(*) FROM salary AS T1 JOIN team AS T2 ON T1.team_id  =  T2.team_id_br WHERE T2.name  = 'Boston Red Stockings' AND T1.year  =  2000,,2,150.0,baseball_1#sep#team#sep#team_identification2 [TAB] baseball_1#sep#team#sep#team_identification4 [TAB] baseball_1#sep#team#sep#team_identification15 [TAB] baseball_1#sep#team#sep#team_identification6 [TAB] baseball_1#sep#team#sep#team_identification1 [TAB] baseball_1#sep#team#sep#team_identification0 [TAB] baseball_1#sep#team#sep#team_identification10 [TAB] baseball_1#sep#team#sep#team_identification7 [TAB] baseball_1#sep#team#sep#team_identification16 [TAB] baseball_1#sep#team#sep#team_identification3 [TAB] baseball_1#sep#team#sep#team_identification5 [TAB] baseball_1#sep#team#sep#team_identification12 [TAB] baseball_1#sep#team#sep#team_identification11 [TAB] baseball_1#sep#team#sep#team_identification14 [TAB] baseball_1#sep#team#sep#team_identification8 [TAB] baseball_1#sep#team#sep#team_identification13 [TAB] baseball_1#sep#team#sep#team_identification9 [TAB] baseball_1#sep#salary
How many players did Boston Red Stockings have in 2000?,baseball_1,11,SELECT count(*) FROM salary AS T1 JOIN team AS T2 ON T1.team_id  =  T2.team_id_br WHERE T2.name  = 'Boston Red Stockings' AND T1.year  =  2000,,2,150.0,baseball_1#sep#team#sep#team_identification2 [TAB] baseball_1#sep#team#sep#team_identification4 [TAB] baseball_1#sep#team#sep#team_identification15 [TAB] baseball_1#sep#team#sep#team_identification6 [TAB] baseball_1#sep#team#sep#team_identification1 [TAB] baseball_1#sep#team#sep#team_identification0 [TAB] baseball_1#sep#team#sep#team_identification10 [TAB] baseball_1#sep#team#sep#team_identification7 [TAB] baseball_1#sep#team#sep#team_identification16 [TAB] baseball_1#sep#team#sep#team_identification3 [TAB] baseball_1#sep#team#sep#team_identification5 [TAB] baseball_1#sep#team#sep#team_identification12 [TAB] baseball_1#sep#team#sep#team_identification11 [TAB] baseball_1#sep#team#sep#team_identification14 [TAB] baseball_1#sep#team#sep#team_identification8 [TAB] baseball_1#sep#team#sep#team_identification13 [TAB] baseball_1#sep#team#sep#team_identification9 [TAB] baseball_1#sep#salary
"How many games were played in park ""Columbia Park"" in 1907?",baseball_1,11,SELECT count(*) FROM home_game AS T1 JOIN park AS T2 ON T1.park_id  =  T2.park_id WHERE T1.year = 1907 AND T2.park_name = 'Columbia Park';,,2,1.0,baseball_1#sep#park [TAB] baseball_1#sep#home_game#sep#home game_identifiers10 [TAB] baseball_1#sep#home_game#sep#home game_identifiers16 [TAB] baseball_1#sep#home_game#sep#home game_identifiers9 [TAB] baseball_1#sep#home_game#sep#home game_identifiers19 [TAB] baseball_1#sep#home_game#sep#home game_identifiers15 [TAB] baseball_1#sep#home_game#sep#home game_identifiers7 [TAB] baseball_1#sep#home_game#sep#home game_identifiers12 [TAB] baseball_1#sep#home_game#sep#home game_identifiers11 [TAB] baseball_1#sep#home_game#sep#home game_identifiers18 [TAB] baseball_1#sep#home_game#sep#home game_identifiers2 [TAB] baseball_1#sep#home_game#sep#home game_identifiers6 [TAB] baseball_1#sep#home_game#sep#home game_identifiers0 [TAB] baseball_1#sep#home_game#sep#home game_identifiers17 [TAB] baseball_1#sep#home_game#sep#home game_identifiers5 [TAB] baseball_1#sep#home_game#sep#home game_identifiers13 [TAB] baseball_1#sep#home_game#sep#home game_identifiers4 [TAB] baseball_1#sep#home_game#sep#home game_identifiers3 [TAB] baseball_1#sep#home_game#sep#home game_identifiers1 [TAB] baseball_1#sep#home_game#sep#home game_identifiers14 [TAB] baseball_1#sep#home_game#sep#home game_identifiers8
"Count the number of games taken place in park ""Columbia Park"" in 1907.",baseball_1,11,SELECT count(*) FROM home_game AS T1 JOIN park AS T2 ON T1.park_id  =  T2.park_id WHERE T1.year = 1907 AND T2.park_name = 'Columbia Park';,,2,1.0,baseball_1#sep#park [TAB] baseball_1#sep#home_game#sep#home game_identifiers10 [TAB] baseball_1#sep#home_game#sep#home game_identifiers16 [TAB] baseball_1#sep#home_game#sep#home game_identifiers9 [TAB] baseball_1#sep#home_game#sep#home game_identifiers19 [TAB] baseball_1#sep#home_game#sep#home game_identifiers15 [TAB] baseball_1#sep#home_game#sep#home game_identifiers7 [TAB] baseball_1#sep#home_game#sep#home game_identifiers12 [TAB] baseball_1#sep#home_game#sep#home game_identifiers11 [TAB] baseball_1#sep#home_game#sep#home game_identifiers18 [TAB] baseball_1#sep#home_game#sep#home game_identifiers2 [TAB] baseball_1#sep#home_game#sep#home game_identifiers6 [TAB] baseball_1#sep#home_game#sep#home game_identifiers0 [TAB] baseball_1#sep#home_game#sep#home game_identifiers17 [TAB] baseball_1#sep#home_game#sep#home game_identifiers5 [TAB] baseball_1#sep#home_game#sep#home game_identifiers13 [TAB] baseball_1#sep#home_game#sep#home game_identifiers4 [TAB] baseball_1#sep#home_game#sep#home game_identifiers3 [TAB] baseball_1#sep#home_game#sep#home game_identifiers1 [TAB] baseball_1#sep#home_game#sep#home game_identifiers14 [TAB] baseball_1#sep#home_game#sep#home game_identifiers8
Find the number of games taken place in city Atlanta in 2000.,baseball_1,11,SELECT count(*) FROM home_game AS T1 JOIN park AS T2 ON T1.park_id  =  T2.park_id WHERE T1.year  =  2000 AND T2.city  =  'Atlanta';,,2,1.0,baseball_1#sep#park#sep#park_location4 [TAB] baseball_1#sep#park#sep#park_location1 [TAB] baseball_1#sep#park#sep#park_location0 [TAB] baseball_1#sep#park#sep#park_location5 [TAB] baseball_1#sep#park#sep#park_location3 [TAB] baseball_1#sep#park#sep#park_location2 [TAB] baseball_1#sep#home_game#sep#home game_identifiers10 [TAB] baseball_1#sep#home_game#sep#home game_identifiers16 [TAB] baseball_1#sep#home_game#sep#home game_identifiers9 [TAB] baseball_1#sep#home_game#sep#home game_identifiers19 [TAB] baseball_1#sep#home_game#sep#home game_identifiers15 [TAB] baseball_1#sep#home_game#sep#home game_identifiers7 [TAB] baseball_1#sep#home_game#sep#home game_identifiers12 [TAB] baseball_1#sep#home_game#sep#home game_identifiers11 [TAB] baseball_1#sep#home_game#sep#home game_identifiers18 [TAB] baseball_1#sep#home_game#sep#home game_identifiers2 [TAB] baseball_1#sep#home_game#sep#home game_identifiers6 [TAB] baseball_1#sep#home_game#sep#home game_identifiers0 [TAB] baseball_1#sep#home_game#sep#home game_identifiers17 [TAB] baseball_1#sep#home_game#sep#home game_identifiers5 [TAB] baseball_1#sep#home_game#sep#home game_identifiers13 [TAB] baseball_1#sep#home_game#sep#home game_identifiers4 [TAB] baseball_1#sep#home_game#sep#home game_identifiers3 [TAB] baseball_1#sep#home_game#sep#home game_identifiers1 [TAB] baseball_1#sep#home_game#sep#home game_identifiers14 [TAB] baseball_1#sep#home_game#sep#home game_identifiers8
How much did the the player with first name Len and last name Barker earn between 1985 to 1990 in total?,baseball_1,11,SELECT sum(T1.salary) FROM salary AS T1 JOIN player AS T2 ON T1.player_id = T2.player_id WHERE T2.name_first  =  'Len' AND T2.name_last = 'Barker' AND T1.year BETWEEN 1985 AND 1990;,,2,3612500.0,baseball_1#sep#player [TAB] baseball_1#sep#salary
Compute the total salary that the player with first name Len and last name Barker received between 1985 to 1990.,baseball_1,11,SELECT sum(T1.salary) FROM salary AS T1 JOIN player AS T2 ON T1.player_id = T2.player_id WHERE T2.name_first  =  'Len' AND T2.name_last = 'Barker' AND T1.year BETWEEN 1985 AND 1990;,,2,3612500.0,baseball_1#sep#player [TAB] baseball_1#sep#salary
How many distinct kinds of camera lenses are used to take photos of mountains in the country 'Ethiopia'?,mountain_photos,1,SELECT count(DISTINCT T2.camera_lens_id) FROM mountain AS T1 JOIN photos AS T2 ON T1.id  =  T2.mountain_id WHERE T1.country  =  'Ethiopia',,2,1.0,mountain_photos#sep#photos#sep#photos [TAB] mountain_photos#sep#mountain
How many students did not have any course enrollment?,e_learning,100,SELECT count(*) FROM Students WHERE student_id NOT IN (SELECT student_id FROM Student_Course_Enrolment),,2,3.0,e_learning#sep#Student_Course_Enrolment#sep#Student_Course_Enrolment [TAB] e_learning#sep#Students
Count the number of students who did not enroll in any course.,e_learning,100,SELECT count(*) FROM Students WHERE student_id NOT IN (SELECT student_id FROM Student_Course_Enrolment),,2,3.0,e_learning#sep#Student_Course_Enrolment#sep#Student_Course_Enrolment [TAB] e_learning#sep#Students
Find the number of patients who are not using the medication of Procrastin-X.,hospital_1,1,SELECT count(*) FROM patient WHERE SSN NOT IN ( SELECT T1.patient FROM Prescribes AS T1 JOIN Medication AS T2 ON T1.Medication  =  T2.Code WHERE T2.name  =  'Procrastin-X' ),,3,3.0,hospital_1#sep#Prescribes#sep#Prescribes [TAB] hospital_1#sep#Patient [TAB] hospital_1#sep#Medication#sep#Medication
How many patients are not using Procrastin-X as medication?,hospital_1,1,SELECT count(*) FROM patient WHERE SSN NOT IN ( SELECT T1.patient FROM Prescribes AS T1 JOIN Medication AS T2 ON T1.Medication  =  T2.Code WHERE T2.name  =  'Procrastin-X' ),,3,3.0,hospital_1#sep#Prescribes#sep#Prescribes [TAB] hospital_1#sep#Patient [TAB] hospital_1#sep#Medication#sep#Medication
What is the average number of cities of markets with low film market estimate bigger than 10000?,film_rank,1,SELECT avg(T2.Number_cities) FROM film_market_estimation AS T1 JOIN market AS T2 ON T1.Market_ID  =  T2.Market_ID WHERE T1.Low_Estimate  >  10000,,2,209.0,film_rank#sep#film_market_estimation#sep#film_market_estimation [TAB] film_rank#sep#market
Give the average number of cities within markets that had a low market estimation larger than 10000?,film_rank,1,SELECT avg(T2.Number_cities) FROM film_market_estimation AS T1 JOIN market AS T2 ON T1.Market_ID  =  T2.Market_ID WHERE T1.Low_Estimate  >  10000,,2,209.0,film_rank#sep#film_market_estimation#sep#film_market_estimation [TAB] film_rank#sep#market
"How many members does the club ""Tennis Club"" has?",club_1,100,"SELECT count(*) FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Tennis Club""",,3,1.0,club_1#sep#Club#sep#Club [TAB] club_1#sep#Student#sep#Student [TAB] club_1#sep#Member_of_club#sep#Member_of_club
"Count the members of the club ""Tennis Club"".",club_1,100,"SELECT count(*) FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Tennis Club""",,3,1.0,club_1#sep#Club#sep#Club [TAB] club_1#sep#Student#sep#Student [TAB] club_1#sep#Member_of_club#sep#Member_of_club
"Find the number of members of club ""Pen and Paper Gaming"".",club_1,100,"SELECT count(*) FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Pen and Paper Gaming""",,3,0.0,club_1#sep#Club#sep#Club [TAB] club_1#sep#Student#sep#Student [TAB] club_1#sep#Member_of_club#sep#Member_of_club
"How many people have membership in the club ""Pen and Paper Gaming""?",club_1,100,"SELECT count(*) FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Pen and Paper Gaming""",,3,0.0,club_1#sep#Club#sep#Club [TAB] club_1#sep#Student#sep#Student [TAB] club_1#sep#Member_of_club#sep#Member_of_club
"How many clubs does ""Linda Smith"" belong to?",club_1,10,"SELECT count(*) FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t3.fname  =  ""Linda"" AND t3.lname  =  ""Smith""",,3,1.0,club_1#sep#Club#sep#Club [TAB] club_1#sep#Student#sep#Student [TAB] club_1#sep#Member_of_club#sep#Member_of_club
"How many clubs does ""Linda Smith"" have membership for?",club_1,10,"SELECT count(*) FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t3.fname  =  ""Linda"" AND t3.lname  =  ""Smith""",,3,1.0,club_1#sep#Club#sep#Club [TAB] club_1#sep#Student#sep#Student [TAB] club_1#sep#Member_of_club#sep#Member_of_club
"Find the number of clubs where ""Tracy Kim"" is a member.",club_1,10,"SELECT count(*) FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t3.fname  =  ""Tracy"" AND t3.lname  =  ""Kim""",,3,0.0,club_1#sep#Club#sep#Club [TAB] club_1#sep#Student#sep#Student [TAB] club_1#sep#Member_of_club#sep#Member_of_club
"For how many clubs is ""Tracy Kim"" a member?",club_1,10,"SELECT count(*) FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t3.fname  =  ""Tracy"" AND t3.lname  =  ""Kim""",,3,0.0,club_1#sep#Club#sep#Club [TAB] club_1#sep#Student#sep#Student [TAB] club_1#sep#Member_of_club#sep#Member_of_club
"How many different roles are there in the club ""Bootup Baltimore""?",club_1,1,"SELECT count(DISTINCT t2.position) FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid WHERE t1.clubname  =  ""Bootup Baltimore""",,2,2.0,club_1#sep#Club#sep#Club [TAB] club_1#sep#Member_of_club#sep#Member_of_club
"Count the number of different positions in the club ""Bootup Baltimore"".",club_1,1,"SELECT count(DISTINCT t2.position) FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid WHERE t1.clubname  =  ""Bootup Baltimore""",,2,2.0,club_1#sep#Club#sep#Club [TAB] club_1#sep#Member_of_club#sep#Member_of_club
"How many members of ""Bootup Baltimore"" are older than 18?",club_1,110,"SELECT count(*) FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Bootup Baltimore"" AND t3.age  >  18",,3,0.0,club_1#sep#Club#sep#Club [TAB] club_1#sep#Student#sep#Student [TAB] club_1#sep#Member_of_club#sep#Member_of_club
"Count the number of members in club ""Bootup Baltimore"" whose age is above 18.",club_1,110,"SELECT count(*) FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Bootup Baltimore"" AND t3.age  >  18",,3,0.0,club_1#sep#Club#sep#Club [TAB] club_1#sep#Student#sep#Student [TAB] club_1#sep#Member_of_club#sep#Member_of_club
"How many members of club ""Bootup Baltimore"" are younger than 18?",club_1,110,"SELECT count(*) FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Bootup Baltimore"" AND t3.age  <  18",,3,1.0,club_1#sep#Club#sep#Club [TAB] club_1#sep#Student#sep#Student [TAB] club_1#sep#Member_of_club#sep#Member_of_club
"Count the number of members in club ""Bootup Baltimore"" whose age is below 18.",club_1,110,"SELECT count(*) FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Bootup Baltimore"" AND t3.age  <  18",,3,1.0,club_1#sep#Club#sep#Club [TAB] club_1#sep#Student#sep#Student [TAB] club_1#sep#Member_of_club#sep#Member_of_club
"How many clubs does the student named ""Eric Tai"" belong to?",club_1,10,"SELECT count(DISTINCT t1.clubname) FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t3.fname  =  ""Eric"" AND t3.lname  =  ""Tai""",,3,0.0,club_1#sep#Club#sep#Club [TAB] club_1#sep#Student#sep#Student [TAB] club_1#sep#Member_of_club#sep#Member_of_club
"Count the number of clubs for which the student named ""Eric Tai"" is a member.",club_1,10,"SELECT count(DISTINCT t1.clubname) FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t3.fname  =  ""Eric"" AND t3.lname  =  ""Tai""",,3,0.0,club_1#sep#Club#sep#Club [TAB] club_1#sep#Student#sep#Student [TAB] club_1#sep#Member_of_club#sep#Member_of_club
"What is the average age of the members of the club ""Bootup Baltimore""?",club_1,10,"SELECT avg(t3.age) FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Bootup Baltimore""",,3,17.5,club_1#sep#Club#sep#Club [TAB] club_1#sep#Student#sep#Student [TAB] club_1#sep#Member_of_club#sep#Member_of_club
"Find the average age of the members in the club ""Bootup Baltimore"".",club_1,10,"SELECT avg(t3.age) FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Bootup Baltimore""",,3,17.5,club_1#sep#Club#sep#Club [TAB] club_1#sep#Student#sep#Student [TAB] club_1#sep#Member_of_club#sep#Member_of_club
"Find the average age of members of the club ""Hopkins Student Enterprises"".",club_1,10,"SELECT avg(t3.age) FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Hopkins Student Enterprises""",,3,20.0,club_1#sep#Club#sep#Club [TAB] club_1#sep#Student#sep#Student [TAB] club_1#sep#Member_of_club#sep#Member_of_club
"On average, how old are the members in the club ""Hopkins Student Enterprises""?",club_1,10,"SELECT avg(t3.age) FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Hopkins Student Enterprises""",,3,20.0,club_1#sep#Club#sep#Club [TAB] club_1#sep#Student#sep#Student [TAB] club_1#sep#Member_of_club#sep#Member_of_club
"Retrieve the average age of members of the club ""Tennis Club"".",club_1,10,"SELECT avg(t3.age) FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Tennis Club""",,3,18.0,club_1#sep#Club#sep#Club [TAB] club_1#sep#Student#sep#Student [TAB] club_1#sep#Member_of_club#sep#Member_of_club
"Compute the average age of the members in the club ""Tennis Club"".",club_1,10,"SELECT avg(t3.age) FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Tennis Club""",,3,18.0,club_1#sep#Club#sep#Club [TAB] club_1#sep#Student#sep#Student [TAB] club_1#sep#Member_of_club#sep#Member_of_club
What is the total grant amount of the organisations described as research?,tracking_grants_for_research,10,SELECT sum(grant_amount) FROM Grants AS T1 JOIN Organisations AS T2 ON T1.organisation_id  =  T2.organisation_id JOIN organisation_Types AS T3 ON T2.organisation_type  =  T3.organisation_type WHERE T3.organisation_type_description  =  'Research',,3,84129206.6553,tracking_grants_for_research#sep#Organisations [TAB] tracking_grants_for_research#sep#Organisation_Types [TAB] tracking_grants_for_research#sep#Grants#sep#Grants
What is the total amount of grant money for research?,tracking_grants_for_research,10,SELECT sum(grant_amount) FROM Grants AS T1 JOIN Organisations AS T2 ON T1.organisation_id  =  T2.organisation_id JOIN organisation_Types AS T3 ON T2.organisation_type  =  T3.organisation_type WHERE T3.organisation_type_description  =  'Research',,3,84129206.6553,tracking_grants_for_research#sep#Organisations [TAB] tracking_grants_for_research#sep#Organisation_Types [TAB] tracking_grants_for_research#sep#Grants#sep#Grants
How many friends does Dan have?,network_2,1,SELECT count(T2.friend) FROM Person AS T1 JOIN PersonFriend AS T2 ON T1.name  =  T2.name WHERE T1.name  =  'Dan',,2,0.0,network_2#sep#PersonFriend#sep#PersonFriend [TAB] network_2#sep#PersonFriend#sep#PersonFriend [TAB] network_2#sep#Person#sep#Person
How many friends does Dan have?,network_2,1,SELECT count(T2.friend) FROM Person AS T1 JOIN PersonFriend AS T2 ON T1.name  =  T2.name WHERE T1.name  =  'Dan',,2,0.0,network_2#sep#PersonFriend#sep#PersonFriend [TAB] network_2#sep#PersonFriend#sep#PersonFriend [TAB] network_2#sep#Person#sep#Person
What is the total number of people who has no friend living in the city of Austin.,network_2,0,SELECT count(DISTINCT name) FROM PersonFriend WHERE friend NOT IN (SELECT name FROM person WHERE city  =  'Austin'),,2,3.0,network_2#sep#PersonFriend#sep#PersonFriend [TAB] network_2#sep#Person#sep#Person
What is the total number of people who have no friends living in Austin?,network_2,0,SELECT count(DISTINCT name) FROM PersonFriend WHERE friend NOT IN (SELECT name FROM person WHERE city  =  'Austin'),,2,3.0,network_2#sep#PersonFriend#sep#PersonFriend [TAB] network_2#sep#Person#sep#Person
"Find the average access counts of documents with functional area ""Acknowledgement"".",document_management,10,"SELECT avg(t1.access_count) FROM documents AS t1 JOIN document_functional_areas AS t2 ON t1.document_code  =  t2.document_code JOIN functional_areas AS t3 ON t2.functional_area_code  =  t3.functional_area_code WHERE t3.functional_area_description  =  ""Acknowledgement""",,3,3671.8333333333335,document_management#sep#Functional_Areas [TAB] document_management#sep#Documents [TAB] document_management#sep#Document_Functional_Areas#sep#Document_Functional_Areas
"What are the average access counts of documents that have the functional area description ""Acknowledgement""?",document_management,10,"SELECT avg(t1.access_count) FROM documents AS t1 JOIN document_functional_areas AS t2 ON t1.document_code  =  t2.document_code JOIN functional_areas AS t3 ON t2.functional_area_code  =  t3.functional_area_code WHERE t3.functional_area_description  =  ""Acknowledgement""",,3,3671.8333333333335,document_management#sep#Functional_Areas [TAB] document_management#sep#Documents [TAB] document_management#sep#Document_Functional_Areas#sep#Document_Functional_Areas
How many department stores does the store chain South have?,department_store,10,"SELECT count(*) FROM department_stores AS T1 JOIN department_store_chain AS T2 ON T1.dept_store_chain_id  =  T2.dept_store_chain_id WHERE T2.dept_store_chain_name  =  ""South""",,2,2.0,department_store#sep#Department_Store_Chain#sep#Department_Store_Chain [TAB] department_store#sep#Department_Stores#sep#Department_Stores
Count the number of stores the chain South has.,department_store,10,"SELECT count(*) FROM department_stores AS T1 JOIN department_store_chain AS T2 ON T1.dept_store_chain_id  =  T2.dept_store_chain_id WHERE T2.dept_store_chain_name  =  ""South""",,2,2.0,department_store#sep#Department_Store_Chain#sep#Department_Store_Chain [TAB] department_store#sep#Department_Stores#sep#Department_Stores
"What is the average total number of passengers of airports that are associated with aircraft ""Robinson R-22""?",aircraft,1,"SELECT avg(T3.Total_Passengers) FROM aircraft AS T1 JOIN airport_aircraft AS T2 ON T1.Aircraft_ID  =  T2.Aircraft_ID JOIN airport AS T3 ON T2.Airport_ID  =  T3.Airport_ID WHERE T1.Aircraft  =  ""Robinson R-22""",,3,34205887.0,aircraft#sep#airport#sep#airport [TAB] aircraft#sep#airport_aircraft#sep#airport_aircraft [TAB] aircraft#sep#aircraft#sep#aircraft
"What is the average total number of passengers for all airports that the aircraft ""Robinson R-22"" visits?",aircraft,1,"SELECT avg(T3.Total_Passengers) FROM aircraft AS T1 JOIN airport_aircraft AS T2 ON T1.Aircraft_ID  =  T2.Aircraft_ID JOIN airport AS T3 ON T2.Airport_ID  =  T3.Airport_ID WHERE T1.Aircraft  =  ""Robinson R-22""",,3,34205887.0,aircraft#sep#airport#sep#airport [TAB] aircraft#sep#airport_aircraft#sep#airport_aircraft [TAB] aircraft#sep#aircraft#sep#aircraft
How many distinct locations have the things with service detail 'Unsatisfied' been located in?,local_govt_and_lot,1,SELECT count(DISTINCT T2.Location_Code) FROM Things AS T1 JOIN Timed_Locations_of_Things AS T2 ON T1.thing_id  =  T2.thing_id WHERE T1.service_details  =  'Unsatisfied',,2,8.0,local_govt_and_lot#sep#Timed_Locations_of_Things#sep#Timed_Locations_of_Things [TAB] local_govt_and_lot#sep#Things#sep#Things
How many customers did not have any event?,local_govt_and_lot,100,SELECT count(*) FROM customers WHERE customer_id NOT IN ( SELECT customer_id FROM customer_events ),,2,7.0,local_govt_and_lot#sep#Customers#sep#Customers [TAB] local_govt_and_lot#sep#Customer_Events
Find the average hours for the students whose tryout decision is no.,soccer_2,1,SELECT avg(T1.HS) FROM player AS T1 JOIN tryout AS T2 ON T1.pID  =  T2.pID WHERE T2.decision  =  'no',,2,925.0,soccer_2#sep#Tryout#sep#Tryout [TAB] soccer_2#sep#Player#sep#Player
What is the average number of hours spent practicing for students who got rejected?,soccer_2,1,SELECT avg(T1.HS) FROM player AS T1 JOIN tryout AS T2 ON T1.pID  =  T2.pID WHERE T2.decision  =  'no',,2,925.0,soccer_2#sep#Tryout#sep#Tryout [TAB] soccer_2#sep#Player#sep#Player
How many states that have some college students playing in the mid position but not in the goalie position.,soccer_2,1,SELECT COUNT(*) FROM (SELECT T1.state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.pPos  =  'mid' EXCEPT SELECT T1.state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.pPos  =  'goalie'),,2,1.0,soccer_2#sep#College#sep#College [TAB] soccer_2#sep#Tryout#sep#Tryout
